Company Name,Website,Company Linkedin Url,Annual Revenue,Industry,Segmented Industry ,Product/ Service/ Offering,Company Country,Remarks,Category_Gemini,Category_Claude
Buildertrend,http://www.buildertrend.com,http://www.linkedin.com/company/buildertrend,182200000,information technology & services,,,United States,,,
Building and Land Technology,http://www.bltliveworkplay.com,http://www.linkedin.com/company/building-land-technology,300000000,real estate,,,United States,,,
"Building Material Distributors, Inc. (BMD, Inc.)",http://www.bmdusa.com,http://www.linkedin.com/company/bmd,656000000,building materials,,,United States,,,
Building Service 32BJ Benefit Funds,,http://www.linkedin.com/company/building-service-32bj-benefit-funds,1795933000,,,,United States,,,
Buildor.se,,http://www.linkedin.com/company/buildor-se,543435000,,,,United States,,,
Buitoni Food Company (USA),http://www.buitoni.com,http://www.linkedin.com/company/buitonifoodcompany,130000000,food & beverages,,,United States,,,
Buldoor,http://www.buldoor.net,http://www.linkedin.com/company/buldoor,150000000,international trade & development,,,United States,,,
Bulk Logistics,http://www.superiorbulklogistics.com,http://www.linkedin.com/company/bulk-logistics,250000000,transportation/trucking/railroad,,,United States,,,
Bulkmatic Transport Company,http://www.bulkmatic.com,http://www.linkedin.com/company/bulkmatic-transport-company,160000000,transportation/trucking/railroad,,,United States,,,
Bullard,http://www.bullard.com,http://www.linkedin.com/company/bullard,101700000,public safety,,,United States,,,
Bulley & Andrews,http://www.bulley.com,http://www.linkedin.com/company/bulley-&-andrews,310442000,construction,,,United States,,,
"Bulley & Andrews Masonry Restoration, LLC",http://www.bamrllc.com,http://www.linkedin.com/company/bulley-&-andrews-masonry-restoration-llc,110000000,construction,,,United States,,,
Bulley & Andrews Rock City,,http://www.linkedin.com/company/bulley-andrews-rock-city,110000000,construction,,,United States,,,
Bullfrog Spas,http://www.bullfrogspas.com,http://www.linkedin.com/company/bullfrog-international-lc,110000000,mechanical or industrial engineering,,,United States,,,
Bullhorn,http://www.bullhorn.com,http://www.linkedin.com/company/bullhorn,336100000,information technology & services,,,United States,,,
BULLOCH COUNTY SCHOOL DISTRICT,http://www.bulloch.k12.ga.us,http://www.linkedin.com/company/bulloch-county-school-district,188802000,primary/secondary education,,,United States,,,
"Bulloch County, Georgia",http://www.bullochcounty.net,http://www.linkedin.com/company/bulloch-county-georgia,127760000,government administration,,,United States,,,
Bumble,http://www.bumble.com,http://www.linkedin.com/company/bumbleinc,1050969000,information technology & services,,,United States,,,
Bumble & Buzz,http://www.bumble-buzz.com,http://www.linkedin.com/company/bumblebuzz,400000000,food production,,,United States,,,
Bumble Seafood Inc,http://www.bumblebee.com,http://www.linkedin.com/company/bumble-seafood-inc,800000000,food production,,,United States,,,
Buncombe County Schools,http://www.buncombeschools.org,http://www.linkedin.com/company/buncombeschools,288311000,education management,,,United States,,,
Bundl Technologies,http://www.bundl.io,http://www.linkedin.com/company/bundl-technologies,1800000000,,,,United States,,,
Bunker Hill CC,http://www.bhcc.edu,http://www.linkedin.com/school/bunker-hill-community-college,687000000,higher education,,,United States,,,
BUNN,http://www.bunn.com,http://www.linkedin.com/company/bunn,124000000,food & beverages,,,United States,,,
BUNN,http://www.bunn.com,http://www.linkedin.com/company/bunn,124000000,food & beverages,,,United States,,,
Buona,,http://www.linkedin.com/company/buona-beef,100000000,restaurants,,,United States,,,
Bupa Global Latinoamérica,http://www.bupasalud.com,http://www.linkedin.com/company/bupa-global-latinoamerica,370000000,insurance,,,United States,,,
Burbank Water & Power,http://www.burbankwaterandpower.com,http://www.linkedin.com/company/burbank-water-&-power,212887000,utilities,,,United States,,,
Burckhardt Compression (US) Inc.,,http://www.linkedin.com/company/burckhardt-compression-us,1243982000,,,,United States,,,
Bureau of Alcohol Tobacco and Firearms,http://www.truenorthrelocation3.com,http://www.linkedin.com/company/bureau-of-alcohol-tobacco-and-firearms,1750000000,,,,United States,,,
bureau of customs,http://www.customs.gov.ph,http://www.linkedin.com/company/bureau-of-customs,1000000000,import & export,,,United States,,,
Bureau of Economic Analysis,http://www.bea.gov,http://www.linkedin.com/company/bureau-of-economic-analysis,238300000,government administration,,,United States,,,
Bureau of Engraving and Printing,http://www.bep.gov,http://www.linkedin.com/company/bureau-of-engraving-and-printing,1000000000,printing,,,United States,,,
Bureau of Labor Statistics,http://www.bls.gov,http://www.linkedin.com/company/bureau-of-labor-statistics,678000000,government administration,,,United States,,,
Bureau of Ocean Energy Management,http://www.boem.gov,http://www.linkedin.com/company/boemgov,242000000,government administration,,,United States,,,
Bureau of Reclamation,http://www.usbr.gov,http://www.linkedin.com/company/bureau-of-reclamation,1400000000,,,,United States,,,
Bureau of Safety and Environmental Enforcement,http://www.bsee.gov,http://www.linkedin.com/company/bureau-of-safety-and-environmental-enforcement,252600000,government administration,,,United States,,,
Burford Capital,http://www.burfordcapital.com,http://www.linkedin.com/company/burford-capital,472247000,financial services,,,United States,,,
BURGER FI,,http://www.linkedin.com/company/burger-fi,1500000000,,,,United States,,,
BurgerFi,http://www.burgerfi.com,http://www.linkedin.com/company/burgerfi,170100000,restaurants,,,United States,,,
Burgess Pigment Company,http://www.burgesspigment.com,http://www.linkedin.com/company/burgess-pigment-co,150000000,mining & metals,,,United States,,,
Burke & Herbert Bank,http://www.burkeandherbertbank.com,http://www.linkedin.com/company/burke-&-herbert-bank,474158000,banking,,,United States,,,
"Burke County Public Schools, Georgia",http://www.burkeschools.org,http://www.linkedin.com/company/bcps-ga,104000000,primary/secondary education,,,United States,,,
Burke Distributing Corporation,http://www.burkedist.com,http://www.linkedin.com/company/burke-distributing-corporation,133200000,food & beverages,,,United States,,,
Burke Porter Group,http://www.burkeportergroup.com,http://www.linkedin.com/company/burke-porter-group,155000000,machinery,,,United States,,,
Burke Rehabilitation,http://www.burke.org,http://www.linkedin.com/company/burke-rehabilitation,127109000,hospital & health care,,,United States,,,
Burkert Contromatic Corp,http://www.burkert-usa.com,http://www.linkedin.com/company/burkertusacorp,,machinery,,,United States,,,
"Burkes Mechanical, Inc.",http://www.burkesmechanical.com,http://www.linkedin.com/company/burkes-mechanical-inc.,155832000,construction,,,United States,,,
Burkhart Dental Supply,http://www.burkhartdental.com,http://www.linkedin.com/company/burkhart-dental-supply,200000000,medical devices,,,United States,,,
Burleson ISD,http://www.burlesonisd.net,http://www.linkedin.com/company/burleson-isd,129345000,government administration,,,United States,,,
Burlington County NJ,http://www.burlington.nj.us,http://www.linkedin.com/company/burlington-county-nj,263000000,government administration,,,United States,,,
BURNDY,http://www.burndy.com,http://www.linkedin.com/company/burndy-llc,225000000,electrical/electronic manufacturing,,,United States,,,
"Burnham Holdings, Inc.",http://www.burnhamholdings.com,http://www.linkedin.com/company/burnham-holdings-inc,270185000,machinery,,,United States,,,
Burns & Wilcox,http://www.burnsandwilcox.com,http://www.linkedin.com/company/burns-&-wilcox,1700000000,,,,United States,,,
Burns and Roe (Acquired by POWER Engineers),http://www.powereng.com,http://www.linkedin.com/company/burns-and-roe,655000000,machinery,,,United States,,,
Burnsville-Eagan-Savage School District 191,http://www.isd191.org,http://www.linkedin.com/company/isd191,135000000,primary/secondary education,,,United States,,,
"Burpee MedSystems, LLC",,http://www.linkedin.com/company/burpee-materials-technology,167000000,medical devices,,,United States,,,
Burr & Forman,http://www.burr.com,http://www.linkedin.com/company/burrforman,147000000,law practice,,,United States,,,
Burrell Behavioral Health,http://www.burrellcenter.com,http://www.linkedin.com/company/burrell-behavioral-health,166000000,mental health care,,,United States,,,
Burrell Center Inc,,http://www.linkedin.com/company/burrell-center-inc,400000000,mental health care,,,United States,,,
"Burroughs, Inc.",http://www.burroughs.com,http://www.linkedin.com/company/burroughs-payment-systems,840000000,information technology & services,,,United States,,,
"Burrow Global, LLC",http://www.burrowglobal.com,http://www.linkedin.com/company/burrow-global-inc-,130000000,oil & energy,,,United States,,,
Burson,http://www.burson.com,http://www.linkedin.com/company/burson,1270000000,,,,United States,,,
Burson-Marsteller,http://www.burson-marsteller.com,http://www.linkedin.com/company/burson-marsteller,500000000,public relations & communications,,,United States,,,
Burst Oral Care,http://www.burstoralcare.com,http://www.linkedin.com/company/burstoralcare,215500000,consumer goods,,,United States,,,
Burt Hill,http://www.burthill.com,http://www.linkedin.com/company/burt-hill,320000000,architecture & planning,,,United States,,,
Burton Lumber,http://www.burtonlumber.com,http://www.linkedin.com/company/burton-lumber,189520000,retail,,,United States,,,
Burton Snowboards,http://www.burton.com,http://www.linkedin.com/company/burton-snowboards,260000000,sporting goods,,,United States,,,
Burtons Grill & Bar,http://www.burtonsgrill.com,http://www.linkedin.com/company/burtons-grill-llc,114400000,restaurants,,,United States,,,
Burwood Group,http://www.burwood.com,http://www.linkedin.com/company/burwood-group,100000000,information technology & services,,,United States,,,
BusBank,http://www.busbank.com,http://www.linkedin.com/company/the-busbank,214600000,transportation/trucking/railroad,,,United States,,,
Busch Gardens Tampa Bay,http://www.buschgardens.com,http://www.linkedin.com/company/busch-gardens-tampa-bay,1000000000,hospitality,,,United States,,,
Busche Performance Group,http://www.buschegroup.com,http://www.linkedin.com/company/busche-performance-group,400000000,machinery,,,United States,,,
Busch's Fresh Food Market,http://www.buschs.com,http://www.linkedin.com/company/busch's-inc,250000000,retail,,,United States,,,
Busey,,http://www.linkedin.com/company/busey,689820000,banking,,,United States,,,
Bush Brothers & Company,http://www.bushbeans.com,http://www.linkedin.com/company/bush-brothers-&-company,400000000,food production,,,United States,,,
Bushnell,http://www.bushnell.com,http://www.linkedin.com/company/bushnell,551300000,mechanical or industrial engineering,,,United States,,,
Business Insider Advertising,http://www.businessinsider.com,http://www.linkedin.com/company/business-insider-advertising,290000000,marketing & advertising,,,United States,,,
Business IT Source,http://www.bitsinc.com,http://www.linkedin.com/company/business-it-source,128900000,computer hardware,,,United States,,,
Business Talent Group,http://www.businesstalentgroup.com,http://www.linkedin.com/company/business-talent-group,169600000,management consulting,,,United States,,,
Business Wire,http://www.businesswire.com,http://www.linkedin.com/company/business-wire,147200000,public relations & communications,,,United States,,,
Bustle,http://www.bustle.com,http://www.linkedin.com/company/conversations-sell,120000000,marketing & advertising,,,United States,,,
"Busy Beaver Building Centers, Inc.",http://www.busybeaver.com,http://www.linkedin.com/company/busy-beaver-building-centers-inc-,102900000,retail,,,United States,,,
Busy Betsy Virtual Assistant,,http://www.linkedin.com/company/busy-betsy-virtual-assistant,100000000,management consulting,,,United States,,,
ButcherBox,http://www.butcherbox.com,http://www.linkedin.com/company/butcherbox,560000000,food & beverages,,,United States,,,
Butch's Companies,http://www.brhas.com,http://www.linkedin.com/company/butch's-companies,750000000,oil & energy,,,United States,,,
Butech Bliss,http://www.butechbliss.com,http://www.linkedin.com/company/butech-bliss,115600000,machinery,,,United States,,,
Butler Animal Health Supply,http://www.accessbutler.com,http://www.linkedin.com/company/butler-animal-health-supply,850000000,veterinary,,,United States,,,
Butler Area School District,http://www.basdk12.org,http://www.linkedin.com/company/butler-area-school-district,117700000,primary/secondary education,,,United States,,,
Butler Community College,http://www.butlercc.edu,http://www.linkedin.com/school/butler-community-college,750000000,higher education,,,United States,,,
Butler County Power District,http://www.butlerppd.com,http://www.linkedin.com/company/butler-county-power-district,123587000,utilities,,,United States,,,
